index,model,reference,hypothesis,audio_sec,infer_sec,x_real_time,wer
23,small.en,and this is the path that we're working on ph is just my abbreviation for passive house," And this is the path that we're working on.
 pH is just my abbreviation for passive house.
",5.263,94.40482009300104,0.05574927206910897,0.0
24,small.en,and nobody knew then that they were creating a convective pathway cause it's not more expensive or take more time to put the sheet rock up first it's just something they didn't do because the sheet rock guy came next week and that was easier," And nobody knew then that they were creating a convective pathway.
 Because it's not more expensive or take more time to put the She-Rock up first.
 It's just something they didn't do.
 Because the She-Rock guy came next week and that was easier.
",14.3,99.66608303999965,0.14347910105247025,0.06666666666666667
25,small.en,and the thermal bridging is insignificant," and the thermal bridging is insignificant.
",3.083,92.13856643399959,0.033460472843458065,0.0
26,small.en,they're the best thing around so i said well you're the expert," they're the best thing around.
 So I said, well, you're the expert.
",3.62,93.89832539500094,0.03855233823150509,0.0
27,small.en,there was a lot of work," There's a lot of work.
",0.97,92.10668099000031,0.01053126645726502,0.3333333333333333
28,small.en,i have houses that i've helped design that if you invite fifteen friends over you're heating your house," I have houses that I've helped design that if you invite 15 friends over, you're heating
 your house.
",5.45,94.41295942099896,0.05772512622655733,0.05555555555555555
29,small.en,the last two are passive houses," last two our passive houses.
",2.14,92.17714079299913,0.023216168147434376,0.3333333333333333
30,small.en,so that's the standard," So that's the standard.
 Most--
",1.29,92.55152477499905,0.013938182035748242,0.25
31,small.en,fortunately the basement was not all that finished so i have an opportunity," Fortunately the basement was not all that finished so I have an opportunity.
",5.74,93.26805324999987,0.061543045019008244,0.0
32,small.en,don't let them build a house that is gonna cost them three thousand five hundred a year to heat when we can build them a house for almost no more money fifty more down but no more outofpocket per month money that they'll be able to heat for four hundred a month in the winter," don't let them build a house that is going to cost them $3,500 a year to heat
 when we can build them a house for almost no more money.
 Well, 15% more down, but no more out of pocket per month money.
 That will, they'll be able to heat for $400 a month in the winter.
",17.623,102.37441754199972,0.17214261553937593,0.2545454545454545
33,small.en,and water is conductive," water is conductive.
",1.59,91.7925349899997,0.017321670004790936,0.25
34,small.en,and every one of these hungry cold mice are thinking nirvana," every one of these hungry cold mice are thinking nirvana.
",3.663,92.94885229200008,0.039408770626802744,0.09090909090909091
35,small.en,here's my house here's my deck," Here's my house. Here's my deck.
",2.75,92.27402697899925,0.029802535881802098,0.0
36,small.en,gaseous water can move into the wall and move out of the wall," The ashes water can move into the wall and move out of the wall.
",3.51,93.2334892559993,0.03764741648102741,0.15384615384615385
37,small.en,they even have grades of insulation installation one two and three where one is the best and three is the worst," They even have grades of installation, installation, one, two and three, where one is the best
 and three is the worst.
",7.63,94.97965360799935,0.08033299459577507,0.047619047619047616
38,small.en,so that's the first presentation," So that's the first presentation.
",2.12,92.12285869900006,0.023012746564094754,0.0
39,small.en,there are four things you have to hit on passive house," There are four things you have to hit on passive house.
",3.21,92.87295674799861,0.034563344512762856,0.0
40,small.en,i am a passive house consultant," I am a passive house consultant.
",2.783,92.18528837399936,0.030189198830829263,0.0
41,small.en,the cost was all the work that had to be done," cost was all the work that had to be done.
",2.443,92.75102486000105,0.026339331599704464,0.09090909090909091
42,small.en,if you build a house and someone says let's put tyvek on the outside and make sure that when we put the fiberglass in the wall make sure you put a thing of poly of that clear plastic on the inside that's death to a wall," If you build a house and someone says, ""Let's put Tyvek on the outside and make sure that
 when you put the fiberglass on the wall, make sure you put a thing of poly of that clear
 plastic on the inside,"" that's death to a wall.
",11.93,99.21148445200015,0.12024817556048054,0.043478260869565216
43,small.en,and then i wanted that bay window replaced with a flat window and that costed me another four thousand," And then I wanted that bay window replaced with a flat window and that cost me another
 $4,000.
",5.1,94.37594070100022,0.054039196453232796,0.15789473684210525
44,small.en,so i said instead of doing that i'm gonna put a bunch of fourbyfours on stilts into the ground," So I said instead of doing that I'm going to put a bunch of 4x4s on stilts into the
 ground that's
",6.34,95.10118840500036,0.06666583358559426,0.21052631578947367
45,small.en,i just make up a number," I just make up a number.
 Right.
",1.328,92.93736549999994,0.014289193510655312,0.16666666666666666
46,small.en,now i'm gonna ask the question," I'm going to ask the question.
",1.61,92.19895404999988,0.017462237143459243,0.5
47,small.en,and as soon as the energy that you're using goes up in price then because your passive house is using ninety less than that house your incremental increase in cost is smaller," And as soon as the energy that you're using goes up in price, then because your passive
 house is using 90% less than that house, your incremental increasing cost is smaller.
",12.9,96.52732348499921,0.13364091672970418,0.09375
48,small.en,i work with a contractor who does energy audits and we walk around the thermal imaging camera," work with a contractor who does energy audits and we walk around the thermal
 imaging camera.
",7.84,93.3829014389994,0.0839554123847965,0.058823529411764705
49,small.en,what does it cost for this person who's living in this house now this is a habitat house," What does it cost for this person who's living in this house?
 Now this is a habitat house like a...
",3.45,94.28649973000029,0.036590604273988886,0.1111111111111111
50,small.en,there's a maximum overheating of twelve," a maximum overheating of 12%.
",2.83,92.06208071500077,0.03074012642361313,0.3333333333333333
51,small.en,it seemed like a good idea at the time," seemed like a good idea at the time.
",1.37,92.45253053699889,0.014818415375355628,0.1111111111111111
52,small.en,every time i've undone a wall in the garage or somewhere and looked at that in the basement to look at that stuff it's black with dirt," Every time I've undone a wall like in the garage or somewhere and looked at that in
 the basement too, looked at that stuff.
 It's black with dirt.
",11.547,96.19131670100069,0.12004202038207339,0.1111111111111111
53,small.en,when i'm doing my air sealing when i am in a passive house or in a house that i'm trying to make really tight every hole in your wall is going to increase your air changes per hour," When I'm doing my air sealing, when I am in a passive house or in a house that I'm trying
 to make really tight, every hole in your wall is going to increase your air changes per
 hour.
",10.46,97.32482084500043,0.10747515288683247,0.0
54,small.en,i'm also adding seven twelve inches of rock wool downstairs on the inside because you have that bump out with the cinder block wall and i decided i just wanted to fill that up," I'm also adding seven and a half inches of rock wall downstairs on the inside because
 you know you have that bump out with the cinder block wall and I decided I just wanted to
 fill that up.
",9.56,97.29376887599938,0.09825911885666792,0.17647058823529413
55,small.en,i was amazed i thought that i had a great view with this window with the fivebyfive and then the two side windows," I was amazed. I thought that I had a great view with this window, you know, with the
 five by five and then the two side windows.
",7.23,95.53307483999924,0.0756805955645095,0.21739130434782608
56,small.en,you have a very nice house feelingwise," have a very nice house, feeling wise.
",2.823,92.47235933900083,0.030528041245827506,0.42857142857142855
57,small.en,now you can build a passive house with lots of foam either the blue boards that you see at lowe's or with polyiso or any of these foam products," You can build a passive house with lots of foam, either the blue boards that you see
 at Lowe's or with polyiso or...
",11.88,94.87542265199954,0.12521683348463716,0.20689655172413793
58,small.en,a lot of houses have thermal bridging and in passive house we need to eliminate that thermal bridging in order to get to a super energy efficient house," A lot of houses have thermal bridging and in passive house we need to eliminate that
 thermal bridging in order to get to a super energy efficient house.
",8.753,95.67991626700132,0.09148210347064015,0.0
59,small.en,and we found through studies that people are comfortable at a lower set temperature if all the surfaces are radiating the same temperature," And we found through studies that people are comfortable at a lower set temperature if
 all the surfaces are radiating the same temperature.
",8.823,94.77245956600018,0.09309666585001525,0.0
60,small.en,and what that means is that we're actually drawing air through the house the whole time and it gives a nice fresh air all the way through," And what that means is that we're actually drawing air through the house the whole time.
 That gives a nice fresh air all the way through.
",9.76,95.37281678900035,0.10233523899784462,0.07407407407407407
61,small.en,and what did the 20th century bring us well it brought us a lot of machines and it brought us cheap oil which is basically what we've been running on as a country for a hundred plus years," And what did the 20th century bring us?
 Well it brought us a lot of machines, and it brought us cheap oil, which is basically
 what we've been running on as a country for 100 plus years.
",12.01,97.42773857000066,0.12327084849014493,0.05263157894736842
62,small.en,net zero means that your house uses a certain amount of energy and you have a certain amount of renewable energies that covers the amount of energy your house uses," And net zero means that your house uses a certain amount of energy and you have a certain
 amount of renewable energies that covers the amount of energy your house uses.
",9.82,95.74730843799989,0.10256162977530416,0.03333333333333333
63,small.en,you have a right as a person who's selling that to go to the bank and say i'm selling a horse farm," You have a right, as a person who's selling that, to go to the bank and say, ""I'm selling
 the horse for him.""
",4.607,95.60575420799978,0.0481874761426704,0.13636363636363635
64,small.en,this is all the spray foam that he did against that osb that you just saw giving me an rvalue here," This is all the spray foam that he did against that OSB that you just saw, giving me an R
 value here that
",7.2,94.68097468799897,0.07604484452896762,0.14285714285714285
65,small.en,you've got a walkout basement which is where the garage is," We've got a walkout basement, which is where the garage is.
",2.64,93.15426901300089,0.028340086052648365,0.09090909090909091
66,small.en,air sealing first," you later.
",1.61,92.713666732001,0.017365293130449485,1.0
67,small.en,we've also done buttonedup workshops," We've also done button-up workshops.
",1.95,92.28282565799964,0.021130692369853352,0.4
68,small.en,and these slides are just to show you the variety of what a passive house can look like," And these slides are just to show you the variety
 of what a passphrase can look like.
",4.26,93.93995745600114,0.04534811506589478,0.1111111111111111
69,small.en,so the energy triangle says the first thing we do is we reduce the load that we have," So the energy triangle says the first thing we do is we reduce the load that we have.
",5.957,93.81185862300117,0.0634994347989545,0.0
70,small.en,energy star is a department of energy program," Energy Star is a Department of Energy program.
",3.51,92.24941435399887,0.03804902204073284,0.0
71,small.en,there's some buying groups for propane now," There are some buying groups of pro people.
",1.223,92.18933084700075,0.013266177211218892,0.7142857142857143
72,small.en,this is the actual blower door test it was four hundred and twenty five," This is the actual blower door test.
 It was 4.25.
",3.5,93.40959887200006,0.037469382614479255,0.35714285714285715
73,small.en,now we like our bedrooms a little chilly but we didn't like them that chilly," Now we like our bedrooms a little chilly but we didn't like them that chilly.
",4.09,93.4514807710002,0.043766026672412084,0.0
74,small.en,something i did myself because i happened to have had the time to do it is that i bought myself a tagalong backhoe for three grand cause renting them was one hundred and fifty a day," Something I did myself because I happen to have had the time to do it is that I bought
 myself a tag-along backhoe for three grand because renting them was $150 a day.
",10.28,96.5729373159993,0.10644804109418866,0.2222222222222222
75,small.en,and if you get there then you do this," And if you get there, then you do this.
",2.68,92.6292936890004,0.028932531959036695,0.0
76,small.en,this is an intelligent membrane," is an intelligent membrane.
",1.99,91.89158860000134,0.02165595382905341,0.2
77,small.en,the other thing we'll notice is that this orange dot is the room that has that heat pump blowing that warm air in," The other thing we'll notice is that this orange dot is the room that has that heat
 pump blowing that warm air in.
",7.003,94.87007496799924,0.07381674360816297,0.0
78,small.en,we like cellulose which is recycled newspapers," We like cellulose, which is recycled newspapers.
",3.91,92.34287505000066,0.042342194759290984,0.0
79,small.en,internal heat gains your refrigerator your washing machine your television all of your electronics your light bulbs everything your dog everything that you have in that house that's giving off heat is a heat source," internal heat gains, your refrigerator, your washing machine, your television, all of your
 electronics, your light bulbs, everything, your dog, everything that you have in that
 house that's giving off heat is a heat source.
",13.73,97.67735840299974,0.14056481690825848,0.0
80,small.en,so that costs me another three thousand more than expected and that brought me up to my about fifty thousand that i paid jim to do work," that cost me another $3,000.
 I wasn't expecting that.
 It brought me up to about $50,000 that I paid Jim to do the work.
",6.4,96.17634274299962,0.06654443096367206,0.48148148148148145
81,small.en,and okay," and...
",1.347,92.8166131729995,0.014512488162968702,0.5
82,small.en,now why polyiso polyisocyanurate board is got a very high rvalue and you can buy used very cheaply which means that i'm saving it from going into a landfill i'm not causing them to make more for me and i'm getting a high rvalue," Why polyiso? Polyiso is a serenade board. It's got a very high R value and you can buy it used very
 cheaply which means that I'm saving it from going into a landfill. I'm not causing them to make more
 for me and I'm getting a high R value.
",15.59,100.03400338999927,0.1558470067344979,0.25
83,small.en,if you leave that stuff out in the rain a week later you can just squeeze the water out of it," that stuff out in the rain a week later you can just squeeze the water out of it.
",4.247,93.66657563400076,0.04534168107730361,0.14285714285714285
84,small.en,this is the code house and what the mortgage would have been and the energy costs," This is the code house and what the mortgage would have been and the energy costs.
",5.89,93.51916613900175,0.06298174206606405,0.0
85,small.en,what's fascinating about vermont is that it's got a very democratic legislature overall but there's also a very deep libertarian democratic bent which says we cannot force things on people because that's not what we do and every time they appoint someone and say look what we'd really like to do is to say you cannot sell a house unless you have an energy audit and i talked to the people in those groups who are representing the bank and the real estate side of things," fascinating about Vermont is that it's got a very democratic legislature overall, but
 there's also a very deep libertarian democratic bent which says we cannot force things on
 people because that's not what we do. And every time they appoint someone and say, ""Look,
 what we'd really like to do is to say you cannot sell a house unless you have an energy
 audit."" And I talk to the people in those groups who are representing the banking and
 the real estate side of things.
",39.55,202.19284444699952,0.1956053395864223,0.03488372093023256
86,small.en,hot air rises," as heat goes on.
",0.833,91.82339987900195,0.009071761676192185,1.3333333333333333
87,small.en,now i have to explain something about that," Now I have to explain something about that.
",3.12,92.26617935500326,0.03381520749868152,0.0
88,small.en,it'll be a little worse than the passive house standard," be a little worse than a passcode center.
",1.87,92.2517730239997,0.020270613113457573,0.5
89,small.en,first of all if you've seen black when you open up a wall if you see black in your fiberglass you have airwashing," First of all, if you see black, when you open up a wall, if you see black in your fiberglass,
 you have air washing.
",7.38,95.5265071319991,0.07725604360057121,0.17391304347826086
90,small.en,as a matter of fact i had an pendleton avalon and i thought that i could buy an outside air unit for it and i found out afterwards that i couldn't so i had to get rid of my wood stove and buy a brand new wood stove," As a matter of fact, I had a Pendleton Avalon and I thought that I could buy an outside
 air unit for it and I found out afterwards that I couldn't.
 So I had to get rid of my wood stove and buy a brand new wood stove.
",11.91,98.91718054800003,0.12040375528314433,0.020833333333333332
91,small.en,so i have six inches of that poly of that styrofoam outside i put two inches on the inside and i'm building the whole wall out to meet that," six inches of that styrofoam outside. I put two inches on the inside and I'm building
 the whole wall out to meet that.
",7.777,94.983999803997,0.08187694786541026,0.20689655172413793
92,small.en,it's tied to something called the international energy commission code which is the minimum that you can build to," It's tied to something called the International Energy Commission Code, which is the minimum
 that you can build to.
",9.07,99.9251932340012,0.09076790053095221,0.0
93,small.en,if you're jumping around you can give off more but you're putting off as much as a hundred watt light bulb," If you're jumping around, you can give off more, but you're putting off as much as a
 100-watt light bulb.
",4.84,95.07238741100082,0.05090857747241092,0.047619047619047616
94,small.en,why however is that so high why is this one using three times the heating energy of that it happens that that family is being lived in by the family that lives there was from the sudan and they'd like to keep their house at ninety degrees," Why, however, is that so high?
 Why is this one using three times the heating energy of that?
 It happens that that family is being lived in by--
 the family that lives there is from the Sudan.
 And they'd like to keep their house at 90 degrees.
",16.18,100.60897742599991,0.16082063861448886,0.0425531914893617
95,small.en,yeah," You gotta be careful.
",0.833,91.89522147900061,0.009064671553029039,4.0
96,small.en,i put another stud on just a twobyfour stud so i could get two layers of three 12inch rock wool in there making seven inches," I put another stud on, just a 2x4 stud, so I could get two layers of 3.5"" rock wool in
 there making 7"".
",7.413,95.73365647300307,0.07743358264071393,0.2
97,small.en,i don't have any access to the house," don't have any access to the house.
",1.77,92.40878476499711,0.01915402312130011,0.125
98,small.en,are there questions i got one," questions. Yeah.
",2.056,92.53172791600082,0.02221940567095442,0.8333333333333334
99,small.en,so there's your four thousand five hundred what do you do here's the modified chainsaw so here's my wall coming up and here's my ceiling joist coming out and that's my roof joist my truss my it's actually gusset this is called a gusset," So there's your $4,500.
 What do you do?
 Here's the modified chainsaw.
 So here's my wall coming up.
 And here's my ceiling joist coming out.
 And that's my roof joist.
 My truss.
 It's actually gusseted.
 This is called a gusset.
",15.29,102.27816257300219,0.14949427732519724,0.13636363636363635
0,base.en,that's where you have a lot of windows in the south no actually that's passive solar and passive solar is something that was developed and designed in the 1960s and 70s and it was a great thing for what it was at the time but it's not a passive house," That's where you have a lot of windows in the south.
 No, actually that's passive solar.
 And passive solar is something that was developed and designed
 in the 1960s and '70s.
 And it was a great thing for what it was at the time.
 But it's not a passive house.
",15.083,38.12252307900053,0.3956453765860094,0.02
1,base.en,that was passed in the last legislative session," was passed in the last legislative session.
",3.05,28.959678066999913,0.10531885033195625,0.125
2,base.en,very complex really hard to get through," very complex, really hard to get through.
",2.64,28.99804686599964,0.0910406142937652,0.0
3,base.en,this is a passive house," This is a past house.
",1.13,28.821439490999182,0.039206924426966744,0.2
4,base.en,i had a hydronic heating or baseboard heating," had a hydraulic heating, a baseboard heating.
",2.19,29.07148567799959,0.07533154735388446,0.375
5,base.en,yeah well no i've built it out," Yeah, well no, I've built it out.
",2.29,29.114048458999605,0.07865618562890471,0.0
6,base.en,never mind the wood," Never mind the word.
",0.86,28.867405381002754,0.029791385427592125,0.25
7,base.en,so it's its own payback," So it's its own, it's its own page.
",2.17,29.179549170999962,0.0743671530798238,0.8
8,base.en,they just love it it's a great place to raise a family," They just love it. It's a great place to read a family.
",2.673,29.385212498000328,0.0909641201397437,0.08333333333333333
9,base.en,perm rating is the amount of moisture that it'll led in," The first worm mating is the amount of moisture that it let in.
",3.77,30.70701498699782,0.12277324909621856,0.5454545454545454
10,base.en,here's the window bucks that we put in using this nice jig," Here's the window box that we put in using this nice jig.
",4.5,29.156432594998478,0.154339869438346,0.08333333333333333
11,base.en,this is actual data from actual houses in vermont," actual data from actual houses in Vermont.
",2.75,28.967740642001445,0.09493318909423916,0.2222222222222222
12,base.en,so the first thing you noticed is that the temperatures inside this house are very even," So the first thing you notice is that the temperatures inside this house are very even.
",4.58,29.434168487001443,0.15560147391364545,0.0625
13,base.en,we like using extruded sorry expanded polystyrene which is what we know as styrofoam," like using extruded, sorry, expanded polycyre, which is what we know as styrofoam.
",6.26,29.728247437997197,0.2105741353591794,0.14285714285714285
14,base.en,not me i have a chimney outside the house," not me, I have a chimney outside the house.
",2.62,29.010257848000037,0.09031288221316594,0.0
15,base.en,i've been to their house," been to their house.
",1.99,28.814150247002544,0.06906328949287735,0.2
16,base.en, how do i have six inches sticking out but the window starts here how do i actually make that work in the new i just decided to rip it out," How do I have six inches sticking out with the window starts here?
 How do I actually make that work in the new?
 I just decided to rip it out.
",6.87,30.500664003000566,0.2252409980098843,0.03333333333333333
17,base.en,so a lot of people who've heard about passive house say it's really expensive," So a lot of people who've heard about Passoverl say it's really expensive.
",4.68,29.45382568900095,0.1588927716696466,0.14285714285714285
18,base.en,this is the solar hot water tank and this is the backup because vermont does not have enough sun in the winter we have very cold winters to give you all of your hot water through that system people were worried that because we're only putting heat into this room without any distribution system or ductworks that this room up here would be cold," This is the solar hot water tank.
 This is the backup because Vermont does not have enough sun in the winter and we have
 very cold winters to give you all of your hot water through that system.
 People were worried that because we're only putting heat into this room without any distribution
 system or duct works, that this room up here would be cold.
",21.39,33.51532229899749,0.6382155543418366,0.0625
19,base.en,there's no heating system on in this house," There's no heating system on this house.
",2.17,29.12947241100119,0.07449499837767286,0.125
20,base.en,what we're seeing here is the nice warmth inside," What we're seeing here is the nice warm inside the room.
",2.76,29.20715472200027,0.09449739374719139,0.3333333333333333
21,base.en,i cannot say to you build a house with these walls and you'll have a passive house because there are too many factors involved," I cannot say to you, build a house with these walls and you have a passive house because
 there are too many factors involved.
",6.85,29.825374792999355,0.22967020691414208,0.041666666666666664
22,base.en,that was pretty much it," pretty much it in one of the--
",1.166,28.903728347999277,0.040340816449747414,1.2
23,base.en,and this is the path that we're working on ph is just my abbreviation for passive house," And this is the path that we're working on.
 PH is just my abbreviation for Passive House.
",5.263,29.76656933800041,0.17680908875451704,0.0
24,base.en,and nobody knew then that they were creating a convective pathway cause it's not more expensive or take more time to put the sheet rock up first it's just something they didn't do because the sheet rock guy came next week and that was easier," And nobody knew then that they were creating a convective pathway.
 Because it's not more expensive or taking more time to put the sheet rock up first.
 It's just something they didn't do because the sheet rock guy came next week and that was easier.
",14.3,31.3874201610015,0.4555965392073727,0.044444444444444446
25,base.en,and the thermal bridging is insignificant," and the thermal bridging is insignificant.
",3.083,29.00554292399829,0.10629002904990346,0.0
26,base.en,they're the best thing around so i said well you're the expert," they're the best thing around. So I said, well, you're the expert.
",3.62,29.364948685000854,0.12327622427785948,0.0
27,base.en,there was a lot of work," There's a lot of work.
",0.97,28.386107210000773,0.03417164575698697,0.3333333333333333
28,base.en,i have houses that i've helped design that if you invite fifteen friends over you're heating your house," I have houses that I've helped design that if you invite 15 friends over, you're heating your house.
",5.45,29.639389128999028,0.18387693404476235,0.05555555555555555
29,base.en,the last two are passive houses," last two our passive houses.
",2.14,28.923176593998505,0.07398910673055342,0.3333333333333333
30,base.en,so that's the standard," So that's the standard.
",1.29,28.428490837002755,0.04537701306046558,0.0
31,base.en,fortunately the basement was not all that finished so i have an opportunity," Unfortunately, the basement was not all that finished, so I have an opportunity.
",5.74,29.263485644998582,0.19614888224981575,0.07692307692307693
32,base.en,don't let them build a house that is gonna cost them three thousand five hundred a year to heat when we can build them a house for almost no more money fifty more down but no more outofpocket per month money that they'll be able to heat for four hundred a month in the winter," don't let them build a house that is going to cost them $3,500 a year to heat when we
 can build them a house for almost no more money, or 15% more down, but no more out of
 pocket per month money that will be able to heat for $400 a month in the winter.
",17.623,32.07497430100193,0.549431461257617,0.2545454545454545
33,base.en,and water is conductive," water is conductive.
",1.59,28.90518534399962,0.05500743140296333,0.25
34,base.en,and every one of these hungry cold mice are thinking nirvana," every one of these hungry cold mice are thinking, ""Nirvana!""
",3.663,29.346093964999454,0.12482070030746827,0.09090909090909091
35,base.en,here's my house here's my deck," Here's my house.
 Here's my deck.
",2.75,29.096584049999365,0.09451281275061084,0.0
36,base.en,gaseous water can move into the wall and move out of the wall," The ashes water can move into the wall and move out of the wall.
",3.51,28.80200154599879,0.12186653050463478,0.15384615384615385
37,base.en,they even have grades of insulation installation one two and three where one is the best and three is the worst," They even have grades of installation, installation, one, two, and three, where one is the best
 and three is the worst.
",7.63,29.92548655399878,0.25496661470255844,0.047619047619047616
38,base.en,so that's the first presentation," So that's the first presentation.
",2.12,28.818458167002973,0.07356396333608826,0.0
39,base.en,there are four things you have to hit on passive house," or four things you have to hit on passive house.
",3.21,29.07957774800161,0.11038674728420345,0.18181818181818182
40,base.en,i am a passive house consultant," I am a passive house consultant.
",2.783,28.9558727069998,0.09611176386085013,0.0
41,base.en,the cost was all the work that had to be done," cost was all the work that had to be done.
",2.443,29.15770683699884,0.08378573848955861,0.09090909090909091
42,base.en,if you build a house and someone says let's put tyvek on the outside and make sure that when we put the fiberglass in the wall make sure you put a thing of poly of that clear plastic on the inside that's death to a wall," If you build a house and someone says, let's put Tyvek on the outside and make sure that
 when you put the fiberglass in the wall, make sure you put a thing of poly of that clear
 plastic on the inside, that's a death tool wall.
",11.93,31.403450605997932,0.37989455839357406,0.08695652173913043
43,base.en,and then i wanted that bay window replaced with a flat window and that costed me another four thousand," And then I wanted that bay window replaced with a flat window and that cost me another
 $4,000.
",5.1,29.56445291500131,0.17250446049729562,0.15789473684210525
44,base.en,so i said instead of doing that i'm gonna put a bunch of fourbyfours on stilts into the ground," So I said instead of doing that, I'm going to put a bunch of 4x4s on stilts into the
 ground.
",6.34,30.039270442000998,0.21105705653674575,0.15789473684210525
45,base.en,i just make up a number," I just make up a number.
",1.328,28.939609136999934,0.04588866400072151,0.0
46,base.en,now i'm gonna ask the question," Now I'm going to ask the question.
",1.61,28.756552140002896,0.05598724047867854,0.3333333333333333
47,base.en,and as soon as the energy that you're using goes up in price then because your passive house is using ninety less than that house your incremental increase in cost is smaller," And as soon as the energy that you're using goes up in price,
 then because your passive house is using 90% less than that house,
 your incremental increase in cost is smaller.
",12.9,30.59694118200059,0.4216107722424471,0.03125
48,base.en,i work with a contractor who does energy audits and we walk around the thermal imaging camera," work with a contractor who does energy audits.
 And we walk around to the thermal imaging camera.
",7.84,29.61088383400056,0.26476751062046167,0.11764705882352941
49,base.en,what does it cost for this person who's living in this house now this is a habitat house," What does it cost for this person who's living in this house?
 Now, this is a habitat house like a--
",3.45,29.91053995299808,0.11534395585707874,0.1111111111111111
50,base.en,there's a maximum overheating of twelve," There's a maximum overheating of 12%.
",2.83,29.01722220100055,0.09752828786976095,0.16666666666666666
51,base.en,it seemed like a good idea at the time," seem like a good idea at the time.
",1.37,28.85910038200018,0.047472027258843044,0.2222222222222222
52,base.en,every time i've undone a wall in the garage or somewhere and looked at that in the basement to look at that stuff it's black with dirt," Every time I've undone a wall like in the garage or somewhere and looked at that in
 the basement too, looked at that stuff.
 It's black with dirt.
",11.547,30.42113062900171,0.37957169116494877,0.1111111111111111
