index,model,reference,hypothesis,audio_sec,infer_sec,x_real_time,wer
17,small.en,BUT IN THIS FRIENDLY PRESSURE RAOUL COULD DETECT THE NERVOUS AGITATION OF A GREAT INTERNAL CONFLICT," but in this friendly pressure Ral could detect the nervous agitation of a great internal
 conflict.
",6.16,91.66371547800009,0.0672021635592378,0.0625
18,small.en,THE NIGHT WAS CLEAR STARLIT AND SPLENDID THE TEMPEST HAD PASSED AWAY AND THE SWEET INFLUENCES OF THE EVENING HAD RESTORED LIFE PEACE AND SECURITY EVERYWHERE," The night was clear, starlet and splendid.
 The tempest had passed away, and the sweet influences of the evening had restored life,
 peace and security everywhere.
",10.81,94.18444707499998,0.11477478857408266,0.038461538461538464
19,small.en,UPON THE LARGE SQUARE IN FRONT OF THE HOTEL THE SHADOWS OF THE TENTS INTERSECTED BY THE GOLDEN MOONBEAMS FORMED AS IT WERE A HUGE MOSAIC OF JET AND YELLOW FLAGSTONES," Upon the large square in front of the hotel, the shadows of the tents, intersected by the
 golden moon beams, formed as it were, a huge mosaic of jet and yellow flagstones.
",11.6450625,94.52564224399976,0.12319474614031727,0.06451612903225806
20,small.en,BRAGELONNE WATCHED FOR SOME TIME THE CONDUCT OF THE TWO LOVERS LISTENED TO THE LOUD AND UNCIVIL SLUMBERS OF MANICAMP WHO SNORED AS IMPERIOUSLY AS THOUGH HE WAS WEARING HIS BLUE AND GOLD INSTEAD OF HIS VIOLET SUIT," Bragalon watched for some time the conduct of the two lovers listen to the loud and uncivil slumbers of Mannekemp, who snored as impiously as though he was wearing his blue and gold instead of his violet suit.
",14.4,95.59738381800025,0.1506317372389075,0.10526315789473684
21,small.en,GOLIATH MAKES ANOTHER DISCOVERY," Goliath makes another discovery.
",3.025,90.08468523899955,0.03357951456426263,0.0
22,small.en,THEY WERE CERTAINLY NO NEARER THE SOLUTION OF THEIR PROBLEM," There were certainly no near the solution of their problem.
",3.2,90.42747266200013,0.03538747579467318,0.2
23,small.en,THE POOR LITTLE THINGS CRIED CYNTHIA THINK OF THEM HAVING BEEN TURNED TO THE WALL ALL THESE YEARS," ""The poor little things,"" cried Cynthia, ""think of them having been turned to the wall all
 these years.""
",5.56,92.31999947399981,0.0602253036360325,0.0
24,small.en,NOW WHAT WAS THE SENSE OF IT TWO INNOCENT BABIES LIKE THAT," Now what is the sense of it?
 Two innocent babies like that.
",3.385,91.21186577199978,0.03711139961177208,0.08333333333333333
25,small.en,BUT JOYCE HAD NOT BEEN LISTENING ALL AT ONCE SHE PUT DOWN HER CANDLE ON THE TABLE AND FACED HER COMPANION," But Joyce had not been listening.
 All at once, she put down her candle on the table and faced her companion.
",6.15,92.55710742500014,0.06644546454720834,0.0
26,small.en,THE TWIN BROTHER DID SOMETHING SHE DIDN'T LIKE AND SHE TURNED HIS PICTURE TO THE WALL," The twin brother did something she didn't like and she turned his picture to the wall
",5.035,91.57232415899989,0.05498386162239993,0.0
27,small.en,HERS HAPPENED TO BE IN THE SAME FRAME TOO BUT SHE EVIDENTLY DIDN'T CARE ABOUT THAT," Hers happened to be on the same frame too, but she evidently didn't care about it.
",4.455,91.75054429800002,0.04855557025940292,0.125
28,small.en,NOW WHAT HAVE YOU TO SAY CYNTHIA SPRAGUE," Now what have you to say, Cynthia Sprague?
",2.82,90.4690292119999,0.031170888253832976,0.0
29,small.en,I THOUGHT WE WERE STUMPED AGAIN WHEN I FIRST SAW THAT PICTURE BUT IT'S BEEN OF SOME USE AFTER ALL," I thought we were stumped again when I first saw that picture, but it's been of some use after all.
",5.185,92.25595143500004,0.05620233621083133,0.0
30,small.en,DO YOU SUPPOSE THE MINIATURE WAS A COPY OF THE SAME THING," Do you suppose the miniature was a copy of the same thing?
",3.405,90.70938522100005,0.03753746088901627,0.0
31,small.en,WHAT IN THE WORLD IS THAT QUERIED JOYCE," What in the world is it, query choice?
",2.69,90.26837815999988,0.029800025821135275,0.375
32,small.en,THEY WORRY ME TERRIBLY AND BESIDES I'D LIKE TO SEE WHAT THIS LOVELY FURNITURE LOOKS LIKE WITHOUT SUCH QUANTITIES OF DUST ALL OVER IT GOOD SCHEME CYN," They worry me terribly, and besides, I'd like to see what this lovely furniture looks like
 without such quantities of dust all over it.
 Good scheme, Sim!
",9.24,93.94497926300028,0.09835544243543332,0.037037037037037035
33,small.en,WE'LL COME IN HERE THIS AFTERNOON WITH OLD CLOTHES ON AND HAVE A REGULAR HOUSE CLEANING," We'll come in here this afternoon with old clothes on and have a regular house cleaning.
",4.655,91.45137773999977,0.050901365458204104,0.0
34,small.en,IT CAN'T HURT ANYTHING I'M SURE FOR WE WON'T DISTURB THINGS AT ALL," It can't hurt anything, I'm sure, for we won't disturb things at all.
",4.305,91.8264204369998,0.04688193201382135,0.0
35,small.en,THIS THOUGHT HOWEVER DID NOT ENTER THE HEADS OF THE ENTHUSIASTIC PAIR," This thought, however, did not enter the heads of the enthusiastic pair.
",4.72,91.66911345100016,0.05148953472232475,0.0
36,small.en,SMUGGLING THE HOUSE CLEANING PARAPHERNALIA INTO THE CELLAR WINDOW UNOBSERVED THAT AFTERNOON PROVED NO EASY TASK FOR CYNTHIA HAD ADDED A WHISK BROOM AND DUST PAN TO THE OUTFIT," Smuggling the house cleaning paraphernalia into the cellar window unobserved that afternoon
 proved no easy task, for Cynthia had added a whisk broom and dust pan to the outfit.
",12.405,94.16237721200014,0.131740514282801,0.0
37,small.en,THE LURE PROVED TOO MUCH FOR HIM AND HE CAME SPORTING AFTER IT AS FRISKILY AS A YOUNG KITTEN MUCH TO CYNTHIA'S DELIGHT WHEN SHE CAUGHT SIGHT OF HIM," The lure proved too much for him, and he came sporting after it as friskily as a young
 kitten, much to Cynthia's delight when she caught sight of him.
",9.205,93.87597015799975,0.09805491207715189,0.0
38,small.en,OH LET HIM COME ALONG SHE URGED I DO LOVE TO SEE HIM ABOUT THAT OLD HOUSE," ""Oh, let him come along,"" she urged. ""I do love to see him about that old house.""
",5.41,92.05833385699998,0.058767085752428394,0.0
39,small.en,HE MAKES IT SORT OF COZIER," He makes it sort of cozier.
",2.14,90.34696652699995,0.023686462116693945,0.0
40,small.en,NOW LET'S DUST THE FURNITURE AND PICTURES," Now let's dust the furniture and pictures.
",2.575,91.83025135700018,0.02804086847143002,0.0
41,small.en,YET LITTLE AS IT WAS IT HAD ALREADY MADE A VAST DIFFERENCE IN THE ASPECT OF THE ROOM," Yet, little as it was, it had already made a vast difference in the aspect of the room.
",6.315,92.01625798999976,0.06862917638626762,0.0
42,small.en,SURFACE DUST AT LEAST HAD BEEN REMOVED AND THE FINE OLD FURNITURE GAVE A HINT OF ITS REAL ELEGANCE AND POLISH," Surface dust at least had been removed, and the fine old furniture gave a hint of its
 real elegance and polish.
",7.355,92.54592014800073,0.07947405988549015,0.0
43,small.en,THEN SHE SUDDENLY REMARKED," Then she suddenly remarked
",1.895,89.56252193599994,0.02115840375011033,0.0
44,small.en,AND MY POCKET MONEY IS GETTING LOW AGAIN AND YOU HAVEN'T ANY LEFT AS USUAL," and my pocket money is getting low again and you have any left as usual.
",4.85,91.15566818100069,0.05320568755384178,0.06666666666666667
45,small.en,THEY SAY ILLUMINATION BY CANDLE LIGHT IS THE PRETTIEST IN THE WORLD," They say illumination by candlelight is the prettiest in the world.
",4.05,90.96781601700059,0.04452124033892506,0.16666666666666666
46,small.en,WHY IT'S GOLIATH AS USUAL THEY BOTH CRIED PEERING IN," Why it's Goliath as usual they both cried peering in
",4.12,90.71196998100004,0.045418482267146766,0.0
47,small.en,ISN'T HE THE GREATEST FOR GETTING INTO ODD CORNERS," Isn't he the greatest for getting into odd corners?
",3.085,90.41853099899981,0.03411911215449989,0.0
48,small.en,FORGETTING ALL THEIR WEARINESS THEY SEIZED THEIR CANDLES AND SCURRIED THROUGH THE HOUSE FINDING AN OCCASIONAL PAPER TUCKED AWAY IN SOME ODD CORNER," For getting all their weariness, they seize their candles and scurry through the house, finding on occasional paper tucked away in some odd corner.
",8.27,93.02432048999981,0.08890148249875184,0.21739130434782608
49,small.en,WELL I'M CONVINCED THAT THE BOARDED UP HOUSE MYSTERY HAPPENED NOT EARLIER THAN APRIL SIXTEENTH EIGHTEEN SIXTY ONE AND PROBABLY NOT MUCH LATER," Well, I'm convinced that the boarded up house mystery happened not earlier than April 16th,
 1861 and probably not much later.
",9.875,92.95019267499993,0.10623969370916646,0.17391304347826086
50,small.en,NO WORDS WERE SPOKEN NO LANGUAGE WAS UTTERED SAVE THAT OF WAILING AND HISSING AND THAT SOMEHOW WAS INDISTINCT AS IF IT EXISTED IN FANCY AND NOT IN REALITY," No words were spoken, no language was uttered, save that of wailing and hissing, and that
 somehow was indistinct, as if it existed in fancy and not in reality.
",12.895,94.45233864799957,0.13652388267543555,0.0
51,small.en,I HEARD A NOISE BEHIND I TURNED AND SAW KAFFAR HIS BLACK EYES SHINING WHILE IN HIS HAND HE HELD A GLEAMING KNIFE HE LIFTED IT ABOVE HIS HEAD AS IF TO STRIKE BUT I HAD THE STRENGTH OF TEN MEN AND I HURLED HIM FROM ME," I heard a noise behind.
 I turned and saw Kaffer, his black eyes shining.
 While in his hand he held a gleaming knife.
 He lifted it above his head as if to strike, but I had the strength of ten men, and I hurled
 him from me.
",17.485,97.44722705299955,0.1794304520383147,0.02127659574468085
52,small.en,ONWARD SAID A DISTANT VOICE," ""Onward!"" said a distant voice.
",3.305,89.99126514199997,0.036725786605899355,0.0
53,small.en,NO SOUND BROKE THE STILLNESS OF THE NIGHT," No sound broke the stillness of the night.
",3.295,90.47642764899956,0.036418325586227256,0.0
54,small.en,THE STORY OF ITS EVIL INFLUENCE CAME BACK TO ME AND IN MY BEWILDERED CONDITION I WONDERED WHETHER THERE WAS NOT SOME TRUTH IN WHAT HAD BEEN SAID," The story of its evil influence came back to me, and in my bewildered condition I wondered
 whether there was not some truth in what had been said.
",9.56,93.48153433300013,0.10226618623893514,0.0
55,small.en,WHAT WAS THAT," What was that?
",1.815,89.43503703799979,0.02029405991332938,0.0
56,small.en,WHAT THEN A HUMAN HAND LARGE AND SHAPELY APPEARED DISTINCTLY ON THE SURFACE OF THE POND," What, then, a human hand, large and shapely, appeared distinctly on the surface of the
 pond?
",6.8,92.25391086599939,0.07370961226648844,0.0
57,small.en,NOTHING MORE NOT EVEN THE WRIST TO WHICH IT MIGHT BE ATTACHED," Nothing more, not even the wrist to which it might be attached.
",4.365,90.88162086800003,0.04802951309968266,0.0
58,small.en,IT DID NOT BECKON OR INDEED MOVE AT ALL IT WAS AS STILL AS THE HAND OF DEATH," It did not beckon, or indeed move at all; it was as still as the hand of death.
",6.055,91.95785606400023,0.06584538025534088,0.0
59,small.en,I AWOKE TO CONSCIOUSNESS FIGHTING AT FIRST IT SEEMED AS IF I WAS FIGHTING WITH A PHANTOM BUT GRADUALLY MY OPPONENT BECAME MORE REAL TO ME IT WAS KAFFAR," I awoke to consciousness, fighting.
 At first it seemed as if I was fighting with the phantom, but gradually my opponent became
 more real to me.
 It was Kaffir.
",12.015,94.5219098739999,0.12711338583843998,0.06896551724137931
60,small.en,A SOUND OF VOICES A FLASH OF LIGHT," A sound of voices, a flash of light.
",3.835,90.21774767199986,0.04250826582306973,0.0
61,small.en,A FEELING OF FREEDOM AND I WAS AWAKE WHERE," A feeling of freedom, and I was awake.
 Where?
",4.7,91.06676701799915,0.0516104848552607,0.0
62,small.en,SAID ANOTHER VOICE WHICH I RECOGNIZED AS VOLTAIRE'S KAFFAR," I said another voice which I recognized as Voltaire's.
 Kaffir?
",4.43,91.59284082799968,0.048366225569081385,0.2222222222222222
63,small.en,I HAD SCARCELY KNOWN WHAT I HAD BEEN SAYING OR DOING UP TO THIS TIME BUT AS HE SPOKE I LOOKED AT MY HAND," I had scarcely known what I had been saying or doing up to this time, but as he spoke
 I looked at my hand.
",7.325,92.65554125299968,0.079056253958938,0.0
64,small.en,IN THE LIGHT OF THE MOON I SAW A KNIFE RED WITH BLOOD AND MY HAND TOO WAS ALSO DISCOLOURED," In the light of the moon I saw a knife red with blood and my hand too was also discolored.
",7.41,92.21694213699993,0.08035399817304187,0.05
65,small.en,I DO NOT KNOW I AM DAZED BEWILDERED," I do not know. I am dazed. Bewildered.
",3.73,91.05708516699997,0.04096331431166644,0.0
66,small.en,BUT THAT IS KAFFAR'S KNIFE," But that is Kaffir's knife.
",2.16,90.58454069799973,0.023845128355855283,0.2
67,small.en,I KNOW HE HAD IT THIS VERY EVENING," I know he had it this very evening.
",2.34,90.89307043600002,0.025744536836255848,0.0
68,small.en,I REMEMBER SAYING HAVE WE BEEN TOGETHER," I remember saying, ""Have we been together?""
",2.93,91.23364351200053,0.03211534569059055,0.0
69,small.en,VOLTAIRE PICKED UP SOMETHING FROM THE GROUND AND LOOKED AT IT," A wheelchair picked up something from the ground and looked at it.
",3.38,91.54861803199947,0.036920273322078666,0.18181818181818182
70,small.en,I SAY YOU DO KNOW WHAT THIS MEANS AND YOU MUST TELL US," I say, you do know what this means, and you must tell us.
",5.0,91.9877478010003,0.05435506488121268,0.0
71,small.en,A TERRIBLE THOUGHT FLASHED INTO MY MIND," A terrible thought flashed into my mind.
",3.225,90.86961222099944,0.03549041226407612,0.0
72,small.en,I HAD AGAIN BEEN ACTING UNDER THE INFLUENCE OF THIS MAN'S POWER," I had again been acting under the influence of this man's power.
",4.34,91.80876348600032,0.04727217571840835,0.0
73,small.en,PERCHANCE TOO KAFFAR'S DEATH MIGHT SERVE HIM IN GOOD STEAD," Per chance too, Kaffir's death might serve him in good stead.
",4.885,91.994016654,0.053101279601401055,0.3
74,small.en,MY TONGUE REFUSED TO ARTICULATE MY POWER OF SPEECH LEFT ME," My tongue refused to articulate.
 My power of speech left me.
",5.05,91.77651313200022,0.055024971287988375,0.0
75,small.en,MY POSITION WAS TOO TERRIBLE," My position was too terrible.
",2.53,90.6865137550003,0.02789830477809607,0.0
76,small.en,MY OVERWROUGHT NERVES YIELDED AT LAST," My over-wrought nerves yielded at last.
",3.075,90.91266107699994,0.03382367168194075,0.3333333333333333
77,small.en,FOR SOME TIME AFTER THAT I REMEMBERED NOTHING DISTINCTLY," For some time after that, I remembered nothing distinctly
",3.85,91.04099683799996,0.04228864065329559,0.0
78,small.en,NOTWITHSTANDING THE HIGH RESOLUTION OF HAWKEYE HE FULLY COMPREHENDED ALL THE DIFFICULTIES AND DANGER HE WAS ABOUT TO INCUR," Notwithstanding the high resolution of Hakai, he fully comprehended all the difficulties and danger he was about to incur.
",7.835,92.94170260600004,0.08430015569237265,0.05263157894736842
79,small.en,IN HIS RETURN TO THE CAMP HIS ACUTE AND PRACTISED INTELLECTS WERE INTENTLY ENGAGED IN DEVISING MEANS TO COUNTERACT A WATCHFULNESS AND SUSPICION ON THE PART OF HIS ENEMIES THAT HE KNEW WERE IN NO DEGREE INFERIOR TO HIS OWN," In his return to the camp, his acute and practiced intellects were intently engaged in devising
 means to counteract a watchfulness and suspicion on the part of his enemies that he knew were
 in no degree inferior to his own.
",14.055,96.32893202299965,0.1459063201971782,0.025
80,small.en,IN OTHER WORDS WHILE HE HAD IMPLICIT FAITH IN THE ABILITY OF BALAAM'S ASS TO SPEAK HE WAS SOMEWHAT SKEPTICAL ON THE SUBJECT OF A BEAR'S SINGING AND YET HE HAD BEEN ASSURED OF THE LATTER ON THE TESTIMONY OF HIS OWN EXQUISITE ORGANS," In other words, while he had implicit faith in the ability of Balaam's asked to speak,
 he was somewhat skeptical on the subject of a bear's singing, and yet he had been assured
 of the latter on the testimony of his own exquisite organs.
",13.585,97.88324139299948,0.13878780276039762,0.022727272727272728
81,small.en,THERE WAS SOMETHING IN HIS AIR AND MANNER THAT BETRAYED TO THE SCOUT THE UTTER CONFUSION OF THE STATE OF HIS MIND," There was something in his air and manner that betrayed to the Scout the utter confusion of the state of his mind.
",6.285,92.4626861329998,0.06797336593660663,0.0
82,small.en,THE INGENIOUS HAWKEYE WHO RECALLED THE HASTY MANNER IN WHICH THE OTHER HAD ABANDONED HIS POST AT THE BEDSIDE OF THE SICK WOMAN WAS NOT WITHOUT HIS SUSPICIONS CONCERNING THE SUBJECT OF SO MUCH SOLEMN DELIBERATION," The ingenious Hawkeye, who recalled the hasty manner in which the other had abandoned his
 post at the bedside of the sick woman, was not without his suspicions concerning the
 subject of so much solemn deliberation.
",12.26,95.35262381299981,0.1285753816700799,0.0
83,small.en,THE BEAR SHOOK HIS SHAGGY SIDES AND THEN A WELL KNOWN VOICE REPLIED," The bear shook his shaggy sides, and then a well-known voice replied,
",4.4,91.6004660210001,0.04803469011818419,0.0
84,small.en,CAN THESE THINGS BE RETURNED DAVID BREATHING MORE FREELY AS THE TRUTH BEGAN TO DAWN UPON HIM," ""Can these things be?""
 returned David, breathing more freely as the truth began to dawn upon him.
",5.655,92.04806388399993,0.06143529544658863,0.0
85,small.en,COME COME RETURNED HAWKEYE UNCASING HIS HONEST COUNTENANCE THE BETTER TO ASSURE THE WAVERING CONFIDENCE OF HIS COMPANION YOU MAY SEE A SKIN WHICH IF IT BE NOT AS WHITE AS ONE OF THE GENTLE ONES HAS NO TINGE OF RED TO IT THAT THE WINDS OF THE HEAVEN AND THE SUN HAVE NOT BESTOWED NOW LET US TO BUSINESS," ""Come, come,"" returned Hawkeye, uncasing his honest countenance, the better to assure the
 wavering confidence of his companion.
 You may see a skin which, if it be not as white as one of the gentle ones, has no tinge
 of red to it that the winds of the heaven and the sun have not bestowed.
 Now let us to business.
",18.525,100.06212508699991,0.1851349847296694,0.0
86,small.en,THE YOUNG MAN IS IN BONDAGE AND MUCH I FEAR HIS DEATH IS DECREED," The young man is in bondage, and much I fear his death is decreed.
",4.185,91.3167600050001,0.045829484092195644,0.0
87,small.en,I GREATLY MOURN THAT ONE SO WELL DISPOSED SHOULD DIE IN HIS IGNORANCE AND I HAVE SOUGHT A GOODLY HYMN CAN YOU LEAD ME TO HIM," I greatly mourn that one so well disposed should die in his ignorance, and I have sought
 a goodly him.
 Can you lead me to him?""
",7.705,93.61072708100073,0.08230894300535574,0.038461538461538464
88,small.en,THE TASK WILL NOT BE DIFFICULT RETURNED DAVID HESITATING THOUGH I GREATLY FEAR YOUR PRESENCE WOULD RATHER INCREASE THAN MITIGATE HIS UNHAPPY FORTUNES," ""The task will not be difficult,"" returned David, hesitating, ""though I greatly fear
 your presence would rather increase than mitigate his unhappy fortunes.""
",10.0,93.6275794230005,0.10680613620075503,0.0
89,small.en,THE LODGE IN WHICH UNCAS WAS CONFINED WAS IN THE VERY CENTER OF THE VILLAGE AND IN A SITUATION PERHAPS MORE DIFFICULT THAN ANY OTHER TO APPROACH OR LEAVE WITHOUT OBSERVATION," The lodge in which Unkus was confined was in the very center of the village, and in
 a situation perhaps more difficult than any other to approach or leave without observation.
",9.76,93.69610901099986,0.10416654547366724,0.03225806451612903
90,small.en,FOUR OR FIVE OF THE LATTER ONLY LINGERED ABOUT THE DOOR OF THE PRISON OF UNCAS WARY BUT CLOSE OBSERVERS OF THE MANNER OF THEIR CAPTIVE," Four or five of the latter only lingered about the door of the prison of Unkus, wary
 but close observers of the manner of their captive.
",7.59,93.46661553299964,0.0812054652532085,0.038461538461538464
91,small.en,DELIVERED IN A STRONG TONE OF ASSENT ANNOUNCED THE GRATIFICATION THE SAVAGE WOULD RECEIVE IN WITNESSING SUCH AN EXHIBITION OF WEAKNESS IN AN ENEMY SO LONG HATED AND SO MUCH FEARED," delivered in a strong tone of assent, announced the gratification the savage would receive
 in witnessing such an exhibition of weakness and an enemy so long hated and so much feared.
",10.755,93.6108433599984,0.11489053633070681,0.03225806451612903
92,small.en,THEY DREW BACK A LITTLE FROM THE ENTRANCE AND MOTIONED TO THE SUPPOSED CONJURER TO ENTER," They drew back a little from the entrance, and motioned to the supposed conjurer to enter.
",4.9,91.8168784770005,0.05336709416915558,0.0
93,small.en,BUT THE BEAR INSTEAD OF OBEYING MAINTAINED THE SEAT IT HAD TAKEN AND GROWLED," but the bear, instead of obeying, maintained the seat it had taken and growled.
",5.125,91.56791514700126,0.05596938613020106,0.0
94,small.en,THE CUNNING MAN IS AFRAID THAT HIS BREATH WILL BLOW UPON HIS BROTHERS AND TAKE AWAY THEIR COURAGE TOO CONTINUED DAVID IMPROVING THE HINT HE RECEIVED THEY MUST STAND FURTHER OFF," ""The cunning man is afraid that his breath will blow upon his brothers and take away
 their courage too,"" continued David, improving the hint he received.
 ""They must stand further off.""
",10.085,94.35207213099966,0.10688689471491261,0.0
95,small.en,THEN AS IF SATISFIED OF THEIR SAFETY THE SCOUT LEFT HIS POSITION AND SLOWLY ENTERED THE PLACE," Then, as if satisfied of their safety, the scout left his position and slowly entered
 the place.
",5.655,91.84358625599998,0.06157207302682575,0.0
96,small.en,IT WAS SILENT AND GLOOMY BEING TENANTED SOLELY BY THE CAPTIVE AND LIGHTED BY THE DYING EMBERS OF A FIRE WHICH HAD BEEN USED FOR THE PURPOSED OF COOKERY," It was silent and gloomy, being tenanted solely by the captive, and lighted by the dying
 embers of a fire which had been used for the purpose of cookery.
",9.695,94.39881274000072,0.10270256286699911,0.034482758620689655
97,small.en,UNCAS OCCUPIED A DISTANT CORNER IN A RECLINING ATTITUDE BEING RIGIDLY BOUND BOTH HANDS AND FEET BY STRONG AND PAINFUL WITHES," Unkus occupied a distant corner in a reclining attitude, being rigidly bound both hands
 and feet by strong and painful withs.
",8.23,93.05796701200052,0.0884394992095484,0.09523809523809523
98,small.en,THE SCOUT WHO HAD LEFT DAVID AT THE DOOR TO ASCERTAIN THEY WERE NOT OBSERVED THOUGHT IT PRUDENT TO PRESERVE HIS DISGUISE UNTIL ASSURED OF THEIR PRIVACY," The scout, who had left David at the door to ascertain they were not observed, thought
 it prudent to preserve his disguise until assured of their privacy.
",8.895,93.50339385799998,0.09513023680732376,0.0
99,small.en,WHAT SHALL WE DO WITH THE MINGOES AT THE DOOR THEY COUNT SIX AND THIS SINGER IS AS GOOD AS NOTHING," What shall we do with the Mingos at the door?
 They count six, and the singer is as good as nothing.
",5.335,92.60265085700121,0.0576117416793868,0.09523809523809523
0,base.en,CONCORD RETURNED TO ITS PLACE AMIDST THE TENTS," Concorde returned to its place amidst the tents.
",3.505,35.1009558049991,0.09985483071947618,0.125
